LocationDesc,YearStart,Data_Value,Category 
Rhode Island,2011,6,Asian
Rhode Island,2011,28.9,45 - 54
Rhode Island,2012,28.9,"$25,000 - $34,999"
Rhode Island,2012,32.2,55 - 64
Rhode Island,2011,24.1,"$15,000 - $24,999"
Rhode Island,2014,27.1,2 or more races
Rhode Island,2011,27.6,Male
Rhode Island,2011,23.3,Female
Rhode Island,2011,12.9,18 - 24
Rhode Island,2011,26,25 - 34
Rhode Island,2011,29.9,35 - 44
Rhode Island,2011,22.2,65-100
Rhode Island,2011,33,"Less than $15,000"
Rhode Island,2011,26.5,Hispanic
Rhode Island,2011,25.7,"$25,000 - $34,999"
Rhode Island,2011,26.2,"$35,000 - $49,999"
Rhode Island,2011,25.9,"$50,000 - $74,999"
Rhode Island,2011,24,"$75,000 or greater"
Rhode Island,2011,22.6,Data not reported
Rhode Island,2011,24.9,Non-Hispanic White
Rhode Island,2011,35.2,Non-Hispanic Black
Rhode Island,2011,30,55 - 64
Rhode Island,2014,26.9,Non-Hispanic White
Rhode Island,2015,25.6,Non-Hispanic White
Rhode Island,2015,28.1,Hispanic
Rhode Island,2015,29.3,2 or more races
Rhode Island,2015,33.1,Non-Hispanic Black
Rhode Island,2014,DNE,American Indian/Alaska Native
Rhode Island,2014,DNE,Hawaiian/Pacific Islander
Rhode Island,2014,13.3,Asian
Rhode Island,2012,25.5,"$35,000 - $49,999"
Rhode Island,2014,34.7,Non-Hispanic Black
Rhode Island,2015,DNE,Hawaiian/Pacific Islander
Rhode Island,2014,23.6,Data not reported
Rhode Island,2014,20.5,"$75,000 or greater"
Rhode Island,2014,31.8,"$50,000 - $74,999"
Rhode Island,2014,30.5,"$35,000 - $49,999"
Rhode Island,2014,27.5,"$25,000 - $34,999"
Rhode Island,2014,34.6,"$15,000 - $24,999"
Rhode Island,2014,29.5,"Less than $15,000"
Rhode Island,2014,27.9,Hispanic
Rhode Island,2015,19.3,Data not reported
Rhode Island,2014,18,Other
Rhode Island,2015,10.8,18 - 24
Rhode Island,2015,24.1,25 - 34
Rhode Island,2015,24.4,65-100
Rhode Island,2015,29.6,55 - 64
Rhode Island,2015,31.7,35 - 44
Rhode Island,2015,33.2,45 - 54
Rhode Island,2015,22.5,Other
Rhode Island,2015,27.9,Male
Rhode Island,2015,4.7,Asian
Rhode Island,2015,23,"$75,000 or greater"
Rhode Island,2015,26.7,"$35,000 - $49,999"
Rhode Island,2015,28.3,"$50,000 - $74,999"
Rhode Island,2015,29.1,"$15,000 - $24,999"
Rhode Island,2015,33.8,"$25,000 - $34,999"
Rhode Island,2015,36,"Less than $15,000"
Rhode Island,2015,DNE,American Indian/Alaska Native
Rhode Island,2014,29.2,45 - 54
Rhode Island,2015,24.1,Female
Rhode Island,2012,DNE,Other
Rhode Island,2014,26.1,65-100
Rhode Island,2013,26.8,65-100
Rhode Island,2013,28,55 - 64
Rhode Island,2013,31.7,45 - 54
Rhode Island,2013,30.3,35 - 44
Rhode Island,2013,29,25 - 34
Rhode Island,2013,15.8,18 - 24
Rhode Island,2013,29.2,"$15,000 - $24,999"
Rhode Island,2013,28.5,Male
Rhode Island,2013,36.1,"$25,000 - $34,999"
Rhode Island,2012,DNE,2 or more races
Rhode Island,2012,DNE,American Indian/Alaska Native
Rhode Island,2012,DNE,Hawaiian/Pacific Islander
Rhode Island,2012,6.9,Asian
Rhode Island,2012,25.4,Hispanic
Rhode Island,2012,24.2,Non-Hispanic Black
Rhode Island,2012,26.3,Non-Hispanic White
Rhode Island,2012,28.2,"$50,000 - $74,999"
Rhode Island,2013,26.1,Female
Rhode Island,2013,DNE,Hawaiian/Pacific Islander
Rhode Island,2012,22.7,"$75,000 or greater"
Rhode Island,2014,32.4,35 - 44
Rhode Island,2014,24.8,25 - 34
Rhode Island,2014,17.9,18 - 24
Rhode Island,2014,25.8,Female
Rhode Island,2014,28.2,Male
Rhode Island,2013,41.5,Other
Rhode Island,2013,32,"Less than $15,000"
Rhode Island,2013,DNE,American Indian/Alaska Native
Rhode Island,2014,29.8,55 - 64
Rhode Island,2013,11.9,Asian
Rhode Island,2013,30.6,Hispanic
Rhode Island,2013,35.6,Non-Hispanic Black
Rhode Island,2013,26.6,Non-Hispanic White
Rhode Island,2013,22.9,Data not reported
Rhode Island,2013,23.5,"$75,000 or greater"
Rhode Island,2013,27.6,"$50,000 - $74,999"
Rhode Island,2013,28.8,"$35,000 - $49,999"
Rhode Island,2013,24,2 or more races
Rhode Island,2012,22.5,Data not reported
South Carolina,2014,38.8,55 - 64
South Carolina,2014,12.2,Asian
South Carolina,2014,32.5,Hispanic
South Carolina,2014,42.7,Non-Hispanic Black
South Carolina,2014,28.8,Non-Hispanic White
South Carolina,2012,27.2,2 or more races
South Carolina,2014,26.7,Data not reported
South Carolina,2012,30.8,Other
South Carolina,2014,29.3,"$75,000 or greater"
South Carolina,2014,30.4,"$50,000 - $74,999"
South Carolina,2014,32.3,"$35,000 - $49,999"
South Carolina,2014,33.1,"$25,000 - $34,999"
South Carolina,2014,35.6,"$15,000 - $24,999"
South Carolina,2013,33.8,"$25,000 - $34,999"
South Carolina,2014,27.1,65-100
South Carolina,2014,17.3,2 or more races
South Carolina,2014,38,45 - 54
South Carolina,2014,36.6,35 - 44
South Carolina,2014,30.2,25 - 34
South Carolina,2014,20.1,18 - 24
South Carolina,2013,30.1,Male
South Carolina,2013,17.9,18 - 24
South Carolina,2013,34.2,25 - 34
South Carolina,2013,35.8,45 - 54
South Carolina,2013,26.7,65-100
South Carolina,2013,37.7,"Less than $15,000"
South Carolina,2013,36.1,"$15,000 - $24,999"
South Carolina,2014,37.6,"Less than $15,000"
South Carolina,2014,31.7,Male
South Carolina,2015,40.9,Non-Hispanic Black
South Carolina,2015,28.6,Non-Hispanic White
South Carolina,2015,28.3,Hispanic
South Carolina,2015,27.5,American Indian/Alaska Native
South Carolina,2015,24.2,2 or more races
South Carolina,2015,16,Asian
South Carolina,2015,DNE,Other
South Carolina,2015,DNE,Hawaiian/Pacific Islander
South Carolina,2015,40,"Less than $15,000"
South Carolina,2015,34.1,"$15,000 - $24,999"
South Carolina,2015,33,"$35,000 - $49,999"
South Carolina,2015,32.5,"$25,000 - $34,999"
South Carolina,2014,DNE,Hawaiian/Pacific Islander
South Carolina,2015,28.2,"$75,000 or greater"
South Carolina,2014,27.8,American Indian/Alaska Native
South Carolina,2015,26.7,Data not reported
South Carolina,2015,33.1,Female
South Carolina,2015,30.3,Male
South Carolina,2015,38,45 - 54
South Carolina,2015,36.6,35 - 44
South Carolina,2015,35,55 - 64
South Carolina,2015,30.3,25 - 34
South Carolina,2015,28.5,65-100
South Carolina,2015,20.3,18 - 24
South Carolina,2013,33.4,Female
South Carolina,2014,DNE,Other
South Carolina,2013,37.6,55 - 64
South Carolina,2015,32.1,"$50,000 - $74,999"
South Carolina,2011,30.5,"$50,000 - $74,999"
South Carolina,2012,30.1,Male
South Carolina,2012,18.6,18 - 24
South Carolina,2013,32,"$35,000 - $49,999"
South Carolina,2013,36,35 - 44
South Carolina,2011,34,Other
South Carolina,2011,37.3,2 or more races
South Carolina,2011,37.2,American Indian/Alaska Native
South Carolina,2011,DNE,Hawaiian/Pacific Islander
South Carolina,2011,4.8,Asian
South Carolina,2011,25,Hispanic
South Carolina,2011,42.3,Non-Hispanic Black
South Carolina,2011,27,Non-Hispanic White
South Carolina,2012,37.9,35 - 44
South Carolina,2011,24.1,"$75,000 or greater"
South Carolina,2012,30.3,25 - 34
South Carolina,2011,34.2,"$35,000 - $49,999"
South Carolina,2011,32.1,"$25,000 - $34,999"
South Carolina,2011,35.8,"$15,000 - $24,999"
South Carolina,2011,36.4,"Less than $15,000"
South Carolina,2011,25.2,65-100
South Carolina,2011,35.5,55 - 64
South Carolina,2011,38.9,45 - 54
South Carolina,2011,37,35 - 44
South Carolina,2011,28.2,25 - 34
South Carolina,2011,16.3,18 - 24
South Carolina,2011,33,Female
South Carolina,2011,28.6,Male
South Carolina,2014,32.4,Female
South Carolina,2011,25.3,Data not reported
South Carolina,2012,18.5,Asian
South Carolina,2013,31.1,"$50,000 - $74,999"
South Carolina,2013,27.8,"$75,000 or greater"
South Carolina,2013,24.8,Data not reported
South Carolina,2013,27.6,Non-Hispanic White
South Carolina,2013,43,Non-Hispanic Black
South Carolina,2013,36.1,Hispanic
South Carolina,2013,8.1,Asian
South Carolina,2013,DNE,Hawaiian/Pacific Islander
South Carolina,2013,31.4,American Indian/Alaska Native
South Carolina,2013,38.8,2 or more races
South Carolina,2013,DNE,Other
South Carolina,2012,33,Female
South Carolina,2012,DNE,Hawaiian/Pacific Islander
South Carolina,2012,37.5,45 - 54
South Carolina,2012,36.2,"$15,000 - $24,999"
South Carolina,2012,42.5,Non-Hispanic Black
South Carolina,2012,27.8,Non-Hispanic White
South Carolina,2012,26.5,Data not reported
South Carolina,2012,25,"$75,000 or greater"
South Carolina,2012,31.3,"$50,000 - $74,999"
South Carolina,2012,30.3,"$35,000 - $49,999"
South Carolina,2012,34.6,"$25,000 - $34,999"
South Carolina,2012,28.4,Hispanic
South Carolina,2012,44.4,American Indian/Alaska Native
South Carolina,2012,36,55 - 64
South Carolina,2012,27.2,65-100
South Carolina,2012,39.1,"Less than $15,000"
South Dakota,2015,35.8,35 - 44
South Dakota,2015,26.6,65-100
South Dakota,2015,22.8,Data not reported
South Dakota,2015,40,55 - 64
South Dakota,2015,35.9,45 - 54
South Dakota,2015,32.2,Male
South Dakota,2015,26.2,25 - 34
South Dakota,2015,16.2,18 - 24
South Dakota,2015,28.5,Female
South Dakota,2014,29.6,25 - 34
South Dakota,2015,28.4,"$75,000 or greater"
South Dakota,2011,14.5,18 - 24
South Dakota,2011,29.9,Male
South Dakota,2013,35.7,45 - 54
South Dakota,2013,28.9,Hispanic
South Dakota,2013,DNE,Non-Hispanic Black
South Dakota,2013,29.9,Non-Hispanic White
South Dakota,2013,29.2,Data not reported
South Dakota,2013,29.5,"$75,000 or greater"
South Dakota,2013,34.2,"$50,000 - $74,999"
South Dakota,2013,25.2,"$35,000 - $49,999"
South Dakota,2013,28.8,"$25,000 - $34,999"
South Dakota,2013,30.7,"$15,000 - $24,999"
South Dakota,2013,31.7,"Less than $15,000"
South Dakota,2012,26.8,Hispanic
South Dakota,2013,34.6,55 - 64
South Dakota,2013,35.1,American Indian/Alaska Native
South Dakota,2013,32.8,35 - 44
South Dakota,2013,27.7,25 - 34
South Dakota,2013,17.3,18 - 24
South Dakota,2013,27.6,Female
South Dakota,2013,32,Male
South Dakota,2012,DNE,Other
South Dakota,2012,26.6,2 or more races
South Dakota,2012,35.8,American Indian/Alaska Native
South Dakota,2012,DNE,Hawaiian/Pacific Islander
South Dakota,2015,37.1,American Indian/Alaska Native
South Dakota,2013,28.7,65-100
South Dakota,2014,34.6,"$15,000 - $24,999"
South Dakota,2014,54.3,2 or more races
South Dakota,2014,40.7,American Indian/Alaska Native
South Dakota,2014,DNE,Hawaiian/Pacific Islander
South Dakota,2014,DNE,Asian
South Dakota,2014,25.6,Hispanic
South Dakota,2014,DNE,Non-Hispanic Black
South Dakota,2014,29,Non-Hispanic White
South Dakota,2014,20.5,Data not reported
South Dakota,2014,29.8,"$75,000 or greater"
South Dakota,2014,33.6,"$50,000 - $74,999"
South Dakota,2013,DNE,Asian
South Dakota,2014,30.3,"$25,000 - $34,999"
South Dakota,2013,DNE,Hawaiian/Pacific Islander
South Dakota,2014,32.5,"Less than $15,000"
South Dakota,2014,26.7,65-100
South Dakota,2014,37.7,55 - 64
South Dakota,2014,33.4,45 - 54
South Dakota,2014,34.2,35 - 44
South Dakota,2014,15.8,18 - 24
South Dakota,2014,28.1,Female
South Dakota,2014,31.5,Male
South Dakota,2013,DNE,Other
South Dakota,2013,28.6,2 or more races
South Dakota,2012,DNE,Non-Hispanic Black
South Dakota,2014,30,"$35,000 - $49,999"
South Dakota,2011,26.3,Female
South Dakota,2012,DNE,Asian
South Dakota,2011,28.4,"$50,000 - $74,999"
South Dakota,2011,27.5,"$35,000 - $49,999"
South Dakota,2011,28.3,"$25,000 - $34,999"
South Dakota,2011,33.8,"$15,000 - $24,999"
South Dakota,2011,31.8,"Less than $15,000"
South Dakota,2011,23.8,65-100
South Dakota,2011,34.9,55 - 64
South Dakota,2011,33.3,45 - 54
South Dakota,2011,36,35 - 44
South Dakota,2011,22.6,Data not reported
South Dakota,2014,DNE,Other
South Dakota,2011,26.7,Non-Hispanic White
South Dakota,2015,31.8,Hispanic
South Dakota,2015,31.4,2 or more races
South Dakota,2015,30.1,Non-Hispanic White
South Dakota,2015,DNE,Other
South Dakota,2015,DNE,Non-Hispanic Black
South Dakota,2015,DNE,Hawaiian/Pacific Islander
South Dakota,2015,DNE,Asian
South Dakota,2015,35.7,"Less than $15,000"
South Dakota,2015,34.8,"$25,000 - $34,999"
South Dakota,2015,33.4,"$35,000 - $49,999"
South Dakota,2015,32.6,"$50,000 - $74,999"
South Dakota,2011,25.3,25 - 34
South Dakota,2012,25.6,25 - 34
South Dakota,2012,27.8,Non-Hispanic White
South Dakota,2012,23.6,Data not reported
South Dakota,2012,25.1,"$75,000 or greater"
South Dakota,2012,28.7,"$50,000 - $74,999"
South Dakota,2012,30.4,"$35,000 - $49,999"
South Dakota,2012,28.5,"$25,000 - $34,999"
South Dakota,2012,29.3,"$15,000 - $24,999"
South Dakota,2012,35.9,"Less than $15,000"
South Dakota,2012,28.4,65-100
South Dakota,2012,33.9,55 - 64
South Dakota,2011,25.6,"$75,000 or greater"
South Dakota,2012,31,35 - 44
South Dakota,2015,32.3,"$15,000 - $24,999"
South Dakota,2012,15.7,18 - 24
South Dakota,2012,27.5,Female
South Dakota,2012,28.7,Male
South Dakota,2011,DNE,Other
South Dakota,2011,25.3,2 or more races
South Dakota,2011,44.7,American Indian/Alaska Native
South Dakota,2011,DNE,Hawaiian/Pacific Islander
South Dakota,2011,DNE,Asian
South Dakota,2011,39.9,Hispanic
South Dakota,2011,DNE,Non-Hispanic Black
South Dakota,2012,32,45 - 54
Tennessee,2015,35.4,"$25,000 - $34,999"
Tennessee,2012,DNE,American Indian/Alaska Native
Tennessee,2012,29.7,"$75,000 or greater"
Tennessee,2012,38.5,35 - 44
Tennessee,2012,27.6,25 - 34
Tennessee,2012,14.7,18 - 24
Tennessee,2012,31.8,Female
Tennessee,2012,30.4,Male
Tennessee,2013,34.6,Female
Tennessee,2012,24.8,2 or more races
Tennessee,2013,17.9,18 - 24
Tennessee,2012,DNE,Hawaiian/Pacific Islander
Tennessee,2012,DNE,Asian
Tennessee,2012,29.3,Hispanic
Tennessee,2012,40.7,Non-Hispanic Black
Tennessee,2012,29.6,Non-Hispanic White
Tennessee,2013,DNE,Asian
Tennessee,2012,DNE,Other
Tennessee,2013,36.1,"$15,000 - $24,999"
Tennessee,2015,33.4,"$35,000 - $49,999"
Tennessee,2013,40.4,Non-Hispanic Black
Tennessee,2013,33,Non-Hispanic White
Tennessee,2013,30.6,Data not reported
Tennessee,2013,26.3,"$75,000 or greater"
Tennessee,2013,35.8,"$50,000 - $74,999"
Tennessee,2013,32.8,Male
Tennessee,2013,35.7,"$25,000 - $34,999"
Tennessee,2012,32.2,"$50,000 - $74,999"
Tennessee,2013,38,"Less than $15,000"
Tennessee,2013,28.3,65-100
Tennessee,2013,38.6,55 - 64
Tennessee,2013,39.8,45 - 54
Tennessee,2013,40.3,35 - 44
Tennessee,2013,33.5,25 - 34
Tennessee,2013,39,"$35,000 - $49,999"
Tennessee,2011,37.9,45 - 54
Tennessee,2012,27.2,Data not reported
Tennessee,2011,24.1,"$35,000 - $49,999"
Tennessee,2011,29.4,"$25,000 - $34,999"
Tennessee,2011,33.2,"$15,000 - $24,999"
Tennessee,2011,36.5,"Less than $15,000"
Tennessee,2014,38,55 - 64
Tennessee,2011,25.3,"$75,000 or greater"
Tennessee,2011,32.5,55 - 64
Tennessee,2011,26.3,Data not reported
Tennessee,2011,35.8,35 - 44
Tennessee,2011,24.7,25 - 34
Tennessee,2011,13.6,18 - 24
Tennessee,2011,30.4,Female
Tennessee,2011,28,Male
Tennessee,2014,39.3,45 - 54
Tennessee,2011,25.2,65-100
Tennessee,2011,31,2 or more races
Tennessee,2012,29.7,"$35,000 - $49,999"
Tennessee,2012,33.3,"$25,000 - $34,999"
Tennessee,2012,34.3,"$15,000 - $24,999"
Tennessee,2012,34.1,"Less than $15,000"
Tennessee,2012,26.3,65-100
Tennessee,2012,37,55 - 64
Tennessee,2011,29.7,"$50,000 - $74,999"
Tennessee,2011,DNE,Other
Tennessee,2013,DNE,Hawaiian/Pacific Islander
Tennessee,2011,DNE,American Indian/Alaska Native
Tennessee,2011,DNE,Hawaiian/Pacific Islander
Tennessee,2011,DNE,Asian
Tennessee,2011,22,Hispanic
Tennessee,2011,40.2,Non-Hispanic Black
Tennessee,2011,27.9,Non-Hispanic White
Tennessee,2012,39.3,45 - 54
Tennessee,2015,35.2,"$15,000 - $24,999"
Tennessee,2015,48,Non-Hispanic Black
Tennessee,2015,35.1,25 - 34
Tennessee,2015,37.6,55 - 64
Tennessee,2015,40.3,35 - 44
Tennessee,2015,41.1,45 - 54
Tennessee,2015,33.1,Male
Tennessee,2015,34.5,Female
Tennessee,2015,26.3,Data not reported
Tennessee,2015,18.1,18 - 24
Tennessee,2014,DNE,Other
Tennessee,2013,DNE,Hispanic
Tennessee,2014,DNE,2 or more races
Tennessee,2015,37.2,"$50,000 - $74,999"
Tennessee,2015,38.6,"Less than $15,000"
Tennessee,2015,DNE,Asian
Tennessee,2015,DNE,Hawaiian/Pacific Islander
Tennessee,2015,DNE,Other
Tennessee,2015,19.2,Hispanic
Tennessee,2015,31.9,Non-Hispanic White
Tennessee,2015,32.6,2 or more races
Tennessee,2015,45.8,American Indian/Alaska Native
Tennessee,2015,32.4,"$75,000 or greater"
Tennessee,2014,28.8,"$35,000 - $49,999"
Tennessee,2013,DNE,American Indian/Alaska Native
Tennessee,2013,DNE,2 or more races
Tennessee,2013,DNE,Other
Tennessee,2014,32,Male
Tennessee,2014,30.5,Female
Tennessee,2014,18.6,18 - 24
Tennessee,2014,27.9,25 - 34
Tennessee,2014,37.1,35 - 44
Tennessee,2014,23.9,65-100
Tennessee,2014,40.5,"Less than $15,000"
Tennessee,2015,27.7,65-100
Tennessee,2014,34,"$25,000 - $34,999"
Tennessee,2014,32.2,"$50,000 - $74,999"
Tennessee,2014,26.6,"$75,000 or greater"
Tennessee,2014,28.6,Data not reported
Tennessee,2014,29.6,Non-Hispanic White
Tennessee,2014,40.7,Non-Hispanic Black
Tennessee,2014,38.9,Hispanic
Tennessee,2014,DNE,Asian
Tennessee,2014,DNE,Hawaiian/Pacific Islander
Tennessee,2014,DNE,American Indian/Alaska Native
Tennessee,2014,32.4,"$15,000 - $24,999"
Texas,2015,36,"$15,000 - $24,999"
Texas,2012,29.6,"$35,000 - $49,999"
Texas,2015,30,Data not reported
Texas,2015,39.1,Non-Hispanic Black
Texas,2015,38.8,Hispanic
Texas,2015,33.5,American Indian/Alaska Native
Texas,2015,28.8,Non-Hispanic White
Texas,2015,23.1,2 or more races
Texas,2015,9.7,Asian
Texas,2015,DNE,Other
Texas,2015,DNE,Hawaiian/Pacific Islander
Texas,2015,32.3,"$35,000 - $49,999"
Texas,2015,35.7,"$25,000 - $34,999"
Texas,2015,22.4,18 - 24
Texas,2015,29.9,"$50,000 - $74,999"
Texas,2015,28.3,"$75,000 or greater"
Texas,2015,33.1,Female
Texas,2015,31.7,Male
Texas,2015,40.5,45 - 54
Texas,2015,36.5,55 - 64
Texas,2015,33.9,35 - 44
Texas,2015,29.7,65-100
Texas,2015,29.5,25 - 34
Texas,2015,41.1,"Less than $15,000"
Texas,2013,36.5,Hispanic
Texas,2013,35.3,45 - 54
Texas,2013,37.1,55 - 64
Texas,2013,27.6,65-100
Texas,2013,41.1,"Less than $15,000"
Texas,2013,35.1,"$15,000 - $24,999"
Texas,2013,31.2,"$25,000 - $34,999"
Texas,2013,32,"$35,000 - $49,999"
Texas,2013,31.6,"$50,000 - $74,999"
Texas,2013,24.7,"$75,000 or greater"
Texas,2013,26.8,Data not reported
Texas,2014,31.4,35 - 44
Texas,2013,38.8,Non-Hispanic Black
Texas,2013,19,18 - 24
Texas,2013,9.5,Asian
Texas,2013,DNE,Hawaiian/Pacific Islander
Texas,2013,27.2,American Indian/Alaska Native
Texas,2013,27.2,2 or more races
Texas,2013,DNE,Other
Texas,2014,35.6,Hispanic
Texas,2014,33.2,Male
Texas,2014,30.7,Female
Texas,2014,19.1,18 - 24
Texas,2012,36.1,"Less than $15,000"
Texas,2013,27.1,Non-Hispanic White
Texas,2012,22,Data not reported
Texas,2012,26.9,65-100
Texas,2012,35.4,55 - 64
Texas,2012,34.5,45 - 54
Texas,2012,36.6,35 - 44
Texas,2012,25.1,25 - 34
Texas,2012,13.9,18 - 24
Texas,2012,30,Female
Texas,2012,28.5,Male
Texas,2011,DNE,Other
Texas,2012,34.7,"$15,000 - $24,999"
Texas,2013,33.5,35 - 44
Texas,2012,30.9,"$50,000 - $74,999"
Texas,2013,30.6,25 - 34
Texas,2012,25.2,Non-Hispanic White
Texas,2012,36.3,Non-Hispanic Black
Texas,2012,35.2,Hispanic
Texas,2012,6.6,Asian
Texas,2012,DNE,Hawaiian/Pacific Islander
Texas,2012,DNE,American Indian/Alaska Native
Texas,2012,26.8,2 or more races
Texas,2012,DNE,Other
Texas,2013,29.6,Male
Texas,2013,32.2,Female
Texas,2014,36.5,45 - 54
Texas,2012,28.3,"$25,000 - $34,999"
Texas,2011,10.5,Asian
Texas,2011,37,45 - 54
Texas,2011,36.5,55 - 64
Texas,2011,26.3,65-100
Texas,2011,35.8,"Less than $15,000"
Texas,2014,30.4,25 - 34
Texas,2012,24.3,"$75,000 or greater"
Texas,2011,28.3,2 or more races
Texas,2011,34.3,"$15,000 - $24,999"
Texas,2011,DNE,Hawaiian/Pacific Islander
Texas,2011,17.5,18 - 24
Texas,2011,34.4,Hispanic
Texas,2011,39.5,Non-Hispanic Black
Texas,2011,27,Non-Hispanic White
Texas,2011,24.2,Data not reported
Texas,2011,26,"$75,000 or greater"
Texas,2011,33.8,"$50,000 - $74,999"
Texas,2011,31.9,"$35,000 - $49,999"
Texas,2011,30,"$25,000 - $34,999"
Texas,2011,47.6,American Indian/Alaska Native
Texas,2014,46.5,Non-Hispanic Black
Texas,2014,41.8,55 - 64
Texas,2014,30.7,65-100
Texas,2014,41.5,"Less than $15,000"
Texas,2014,35.5,"$15,000 - $24,999"
Texas,2014,35.2,"$25,000 - $34,999"
Texas,2014,32.9,"$35,000 - $49,999"
Texas,2014,33.1,"$50,000 - $74,999"
Texas,2014,26.6,"$75,000 or greater"
Texas,2011,31.6,35 - 44
Texas,2014,27.8,Non-Hispanic White
Texas,2011,30.9,25 - 34
Texas,2014,7.8,Asian
Texas,2014,DNE,Hawaiian/Pacific Islander
Texas,2014,32.5,American Indian/Alaska Native
Texas,2014,30.4,2 or more races
Texas,2014,DNE,Other
Texas,2011,30.9,Male
Texas,2011,29.9,Female
Texas,2014,26.4,Data not reported
Utah,2011,18.9,Data not reported
Utah,2011,21.8,"$75,000 or greater"
Utah,2012,31.8,55 - 64
Utah,2011,24.4,Non-Hispanic White
Utah,2011,30.4,Non-Hispanic Black
Utah,2011,24.1,Hispanic
Utah,2011,13.1,Asian
Utah,2011,DNE,Hawaiian/Pacific Islander
Utah,2011,42.3,American Indian/Alaska Native
Utah,2011,28,2 or more races
Utah,2011,26.2,"$50,000 - $74,999"
Utah,2013,27.4,American Indian/Alaska Native
Utah,2012,24.6,35 - 44
Utah,2014,29.2,35 - 44
Utah,2014,23.1,25 - 34
Utah,2014,13.3,18 - 24
Utah,2014,25.8,Female
Utah,2014,25.7,Male
Utah,2014,32.5,55 - 64
Utah,2013,24.7,2 or more races
Utah,2014,28.4,65-100
Utah,2013,DNE,Hawaiian/Pacific Islander
Utah,2013,8,Asian
Utah,2013,27.7,Hispanic
Utah,2013,33.6,Non-Hispanic Black
Utah,2013,23.6,Non-Hispanic White
Utah,2013,18,Data not reported
Utah,2013,DNE,Other
Utah,2014,20.1,Data not reported
Utah,2014,DNE,Other
Utah,2014,26.7,2 or more races
Utah,2014,34.8,American Indian/Alaska Native
Utah,2014,DNE,Hawaiian/Pacific Islander
Utah,2014,8,Asian
Utah,2014,28.5,Hispanic
Utah,2014,30,45 - 54
Utah,2014,25.7,Non-Hispanic White
Utah,2013,27,"$35,000 - $49,999"
Utah,2014,22.4,"$75,000 or greater"
Utah,2014,28.1,"$50,000 - $74,999"
Utah,2014,28.6,"$35,000 - $49,999"
Utah,2014,30.5,"$25,000 - $34,999"
Utah,2014,27.7,"$15,000 - $24,999"
Utah,2014,29.2,"Less than $15,000"
Utah,2014,29.4,Non-Hispanic Black
Utah,2012,27.5,"$35,000 - $49,999"
Utah,2012,13.9,Non-Hispanic Black
Utah,2012,24.4,Non-Hispanic White
Utah,2012,17.9,Data not reported
Utah,2012,26.3,"$50,000 - $74,999"
Utah,2012,27.9,"$25,000 - $34,999"
Utah,2012,25.4,"$15,000 - $24,999"
Utah,2013,22.1,"$75,000 or greater"
Utah,2012,25.6,65-100
Utah,2012,DNE,Hawaiian/Pacific Islander
Utah,2012,32.7,45 - 54
Utah,2011,27,"$35,000 - $49,999"
Utah,2012,21.8,25 - 34
Utah,2012,12.2,18 - 24
Utah,2012,24,Female
Utah,2012,24.6,Male
Utah,2012,24.1,"Less than $15,000"
Utah,2013,21.4,25 - 34
Utah,2011,19.2,Other
Utah,2013,26,"$25,000 - $34,999"
Utah,2013,27.1,"$15,000 - $24,999"
Utah,2013,26.3,"Less than $15,000"
Utah,2013,25.4,65-100
Utah,2013,30.4,55 - 64
Utah,2012,26.3,Hispanic
Utah,2013,28.1,35 - 44
Utah,2012,5.4,Asian
Utah,2013,11.3,18 - 24
Utah,2013,23.7,Female
Utah,2013,24.6,Male
Utah,2012,15.6,Other
Utah,2012,23.7,2 or more races
Utah,2012,37.8,American Indian/Alaska Native
Utah,2013,25.5,"$50,000 - $74,999"
Utah,2013,30.7,45 - 54
Utah,2015,DNE,Other
Utah,2015,24.9,Male
Utah,2015,21.9,"$75,000 or greater"
Utah,2015,22,Data not reported
Utah,2015,24.9,"$50,000 - $74,999"
Utah,2015,26,"$15,000 - $24,999"
Utah,2015,27.4,"$35,000 - $49,999"
Utah,2015,24,Female
Utah,2015,29.7,"Less than $15,000"
Utah,2015,28,2 or more races
Utah,2015,6.5,Asian
Utah,2015,24.1,Non-Hispanic White
Utah,2015,27.1,Hispanic
Utah,2015,29.4,Non-Hispanic Black
Utah,2015,56.5,Hawaiian/Pacific Islander
Utah,2011,26.5,"$25,000 - $34,999"
Utah,2012,22.4,"$75,000 or greater"
Utah,2015,28.5,"$25,000 - $34,999"
Utah,2011,22.9,Female
Utah,2015,31.1,55 - 64
Utah,2011,28.1,"Less than $15,000"
Utah,2011,24.6,65-100
Utah,2015,34.3,American Indian/Alaska Native
Utah,2011,28.1,45 - 54
Utah,2011,28.3,35 - 44
Utah,2011,26.6,"$15,000 - $24,999"
Utah,2011,12.9,18 - 24
Utah,2011,32.7,55 - 64
Utah,2011,25.8,Male
Utah,2015,10.2,18 - 24
Utah,2015,23.6,25 - 34
Utah,2015,26.2,65-100
Utah,2015,26.5,35 - 44
Utah,2015,31,45 - 54
Utah,2011,22.5,25 - 34
Vermont,2012,DNE,Other
Vermont,2012,24.5,2 or more races
Vermont,2012,DNE,American Indian/Alaska Native
Vermont,2013,25.7,Male
Vermont,2013,23.8,Female
Vermont,2013,11,18 - 24
Vermont,2013,24.5,25 - 34
Vermont,2013,29.3,35 - 44
Vermont,2013,28.6,45 - 54
Vermont,2012,DNE,Hawaiian/Pacific Islander
